"key","additionalProperties","availability","brand","breadcrumbs","canonicalUrl","color","description","descriptionHtml","images","mainImage","material","metadata","name","size","sku","style","url"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 021"",""url"":""https://www.iconuph.com/products/mojo-021""}","https://www.iconuph.com/products/mojo-021","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-021.jpg?v=1744050251&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-021.jpg?v=1744050251&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:49Z"",""probability"":0.9615194201}","Mojo - 021","7","8111122841786","","https://www.iconuph.com/products/mojo-021"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Keel""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Langford - Cadet"",""url"":""https://www.iconuph.com/products/langford-cadet""}","https://www.iconuph.com/products/langford-cadet","","Grade 3
Type Woven
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Langford-Cadet.jpg?v=1731957889&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Langford-Cadet.jpg?v=1731957889&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:52Z"",""probability"":0.9804275632}","Langford - Cadet","3","8019903054010","","https://www.iconuph.com/products/langford-cadet"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 019"",""url"":""https://www.iconuph.com/products/mojo-019""}","https://www.iconuph.com/products/mojo-019","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-019.jpg?v=1744050204&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-019.jpg?v=1744050204&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:52Z"",""probability"":0.9601376057}","Mojo - 019","7","8111122776250","","https://www.iconuph.com/products/mojo-019"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 003"",""url"":""https://www.iconuph.com/products/mojo-003""}","https://www.iconuph.com/products/mojo-003","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-003.jpg?v=1744050174&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-003.jpg?v=1744050174&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:53Z"",""probability"":0.9549056888}","Mojo - 003","7","8111122350266","","https://www.iconuph.com/products/mojo-003"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 031"",""url"":""https://www.iconuph.com/products/mojo-031""}","https://www.iconuph.com/products/mojo-031","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-031.jpg?v=1744050260&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-031.jpg?v=1744050260&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:55Z"",""probability"":0.9622770548}","Mojo - 031","7","8111122940090","","https://www.iconuph.com/products/mojo-031"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 015"",""url"":""https://www.iconuph.com/products/mojo-015""}","https://www.iconuph.com/products/mojo-015","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-015.jpg?v=1744050195&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-015.jpg?v=1744050195&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:57Z"",""probability"":0.9604534507}","Mojo - 015","7","8111122710714","","https://www.iconuph.com/products/mojo-015"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 006"",""url"":""https://www.iconuph.com/products/mojo-006""}","https://www.iconuph.com/products/mojo-006","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-006.jpg?v=1744050184&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-006.jpg?v=1744050184&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:19:57Z"",""probability"":0.9561266899}","Mojo - 006","7","8111122677946","","https://www.iconuph.com/products/mojo-006"
"","{""name"":""grade"",""value"":""9""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""77% Polyester, 23% Acrylic""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Milburn""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Milburn - Light Buttah"",""url"":""https://www.iconuph.com/products/milburn-light-buttah""}","https://www.iconuph.com/products/milburn-light-buttah","","☆ Performance

Grade 9
Type Bouclé
Content 77% Polyester, 23% Acrylic
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>9</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>77% Polyester, 23% Acrylic</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Milburn-LightButtah.jpg?v=1731957940&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Milburn-LightButtah.jpg?v=1731957940&width=1800""}","77% Polyester, 23% Acrylic","{""dateDownloaded"":""2026-01-26T15:19:59Z"",""probability"":0.887616992}","Milburn - Light Buttah","","7995456618682","","https://www.iconuph.com/products/milburn-light-buttah"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 086"",""url"":""https://www.iconuph.com/products/mojo-086""}","https://www.iconuph.com/products/mojo-086","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-086.jpg?v=1744050318&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-086.jpg?v=1744050318&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:20:01Z"",""probability"":0.9602766633}","Mojo - 086","7","8111123464378","","https://www.iconuph.com/products/mojo-086"
"","{""name"":""grade"",""value"":""9""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""77% Polyester, 23% Acrylic""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Milburn""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Milburn - Greige"",""url"":""https://www.iconuph.com/products/milburn-greige""}","https://www.iconuph.com/products/milburn-greige","","☆ Performance

Grade 9
Type Bouclé
Content 77% Polyester, 23% Acrylic
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>9</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>77% Polyester, 23% Acrylic</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Milburn-Greige.jpg?v=1728317946&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Milburn-Greige.jpg?v=1728317946&width=1800""}","77% Polyester, 23% Acrylic","{""dateDownloaded"":""2026-01-26T15:20:03Z"",""probability"":0.9345793724}","Milburn - Greige","","7995456749754","","https://www.iconuph.com/products/milburn-greige"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 059"",""url"":""https://www.iconuph.com/products/mojo-059""}","https://www.iconuph.com/products/mojo-059","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-059.jpg?v=1744050283&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-059.jpg?v=1744050283&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:20:03Z"",""probability"":0.9599154592}","Mojo - 059","7","8111123103930","","https://www.iconuph.com/products/mojo-059"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 203"",""url"":""https://www.iconuph.com/products/mojo-203""}","https://www.iconuph.com/products/mojo-203","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-203.jpg?v=1744050338&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-203.jpg?v=1744050338&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:20:05Z"",""probability"":0.9580662847}","Mojo - 203","7","8111124283578","","https://www.iconuph.com/products/mojo-203"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 045"",""url"":""https://www.iconuph.com/products/mojo-045""}","https://www.iconuph.com/products/mojo-045","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-045.jpg?v=1744050265&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-045.jpg?v=1744050265&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:20:07Z"",""probability"":0.9569320679}","Mojo - 045","7","8111122972858","","https://www.iconuph.com/products/mojo-045"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Mojo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Mojo - 072"",""url"":""https://www.iconuph.com/products/mojo-072""}","https://www.iconuph.com/products/mojo-072","","☆ Performance

Grade 7
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-072.jpg?v=1744050300&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Mojo-072.jpg?v=1744050300&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:20:09Z"",""probability"":0.963057816}","Mojo - 072","7","8111123300538","","https://www.iconuph.com/products/mojo-072"
